,0_0,0_1,0_2,1_1,1_2,2_2,1_0,2_0,2_1
S|0x0|1x1|1x2|2x1|0o1|2o0|2o2,0,0,-1,0,0,0,0.0,0,0
S|0x0|1x1|1x2|2x1|0o1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x2|0o0|0o1|0o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|0o0|0o2,0,0.7,0,0,0,0,0,-1,0
S|1x0|1x1|2x1|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|2x2|0o0|0o2|2o0,0,0.7,0,0,-1,0,0,0,0
S|1x0|1x1|2x1|2x2|0o0|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|0o2,0,0,0,0,0,-1,-1,-1,-1
S|0x0|1x1|1x2|0o1|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x0|0o1|0o2|2o2,0,0,0,0,0,0,0.0,0,-1
S|1x1|2x1|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2x1|1o0|2o0,0.7,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|1o0|2o0,0,-1,-1,0,-1,-1,0,0,0
S|0x0|1x1|2x1|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|2x1|1o0|2o0|2o2,0,0.0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|2x1|0o1|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|1x1|0o1|1o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|2x1|1o0|1o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|0o1|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1o2,0.0,0,7.644101633648742e-07,0.0,0,0.0002242980522636079,0,0.0,0.010173872853618624
S|0x1|1x0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|1o2|2o0,0.0,0,0.0,0.0,0,0,0,0,0.0
S|0x1|1x0|2x2|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o2|1o2|2o0,-1,0,0,0,0,0,0,0,-1
S|0x1|1x0|1x1|2x2|0o2|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|0o2|1o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x1|0o1|0o2|2o0,0,0,0,0,0,-1,-1,0,0
S|0x0|1x1|1x2|2x1|0o1|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|1x1|0o0,0,0,0,0,0,0,0,0,0
S|1x1|2x0|0o0,0,-1,0.14716759586340605,0,-1,-1,-1,0,-1
S|1x1|2x0|0o0|1o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x1|0o0|1o2,0,-1,-1,0,0,-1,-1,0,0
S|1x1|2x0|2x1|0o0|0o1|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|0o0|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|0o0|0o2|1o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|0o0|0o2|1o0,0,0,0,0,0,0,0,0.7,0.0
S|0x1|1x1|1x2|2x2|0o0|0o2|1o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|2x2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|1o1|2o0,0.0,0,0.7,0,0.44700000000000006,0,0,0,0.0
S|0x1|1x0|2x2|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x0|0o0|0o2|1o0,0,0,0,0,0,-1,0,0,0.0
S|0x1|1x1|1x2|2x0|0o0|0o2|1o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x2|0o0|0o1|1o2,0,0,0,0,0,0,0,0,0
S|1x1|2x2|0o2,5.59383432673717e-18,-1,0,0,-1,0,-1,-1,-1
S|1x1|2x1|2x2|0o1|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x1|2x2|0o1|0o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x2|0o1|0o2,0.7,0,0,0,0,0,0,0.0,-1
S|1x0|1x1|2x2|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|2x2|0o1|0o2|2o0,0.7,0,0,0,-1,0,0,0,0
S|1x0|1x1|2x1|2x2|0o1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|1x2,2.6175856793686436e-13,9.251234750391097e-13,1.6626074592450737e-10,0.03666894558453364,0,1.1107670695942846e-08,6.637521429383578e-19,1.3646121024588807e-21,2.4189426977842107e-26
S|1x2|0o1,0,0,0,0,0,0,0,0,0
S|1x2|2x0|0o1,0.0,0,0.000813540635768405,0.05010923264408835,0,0,0.0,0,0.0
S|1x2|2x0|0o1|0o2,0,0,0,0,0,0,0,0,0
S|1x2|2x0|2x2|0o1|0o2,0.7,0,0,0,0,0,0,0,0
S|1x2|2x0|2x2|0o0|0o1|0o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x0|2o1|2o2,-1,-1,-1,0,-1,0,0,0,0
S|1x0|1x1|2x0|0o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x2|0o0|0o1|0o2,0,0,0,0,0,0,0,0,0
S|0x2,1.9272223180036893e-13,9.289591527730441e-19,0,0.02161032834727774,3.3777881739140685e-19,4.913432535445491e-12,3.040996674506118e-12,3.283881936281765e-41,2.1415903781755914e-12
S|0x2|2o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2o0,1.1802273952166008e-15,0.0,0,0,3.5836880953944245e-16,1.9713926432756596e-05,1.178519215148697e-15,0,2.404710934757372e-15
S|0x2|1x1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|2o0|2o1,0,0,0,0,0,0.7,0,0,0
S|0x1|0x2|1x1|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x2|0o0|0o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|0o0|0o2,0,0,0,0,-1,0,-1,-1,0.0
S|0x1|1x1|2x2|0o0|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|0o2|1o2,0,0,0,0,0,0,0,-1,0.0
S|0x1|1x0|1x1|2x2|0o0|0o2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x2|0o0|0o2,0,0.7,0,0,0,0,0,0,0
S|0x1|1x1|2x2|0o0|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x2|0o0|0o2|2o1,0,0,0,0,0.0,0,0,-1,0
S|1x1|1x2|2x2|0o0|0o2,0,0.7,0,0,0,0,0.30000000000000004,-1,0
S|1x1|2x0|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x0|1o0|2o2,0,-1,0.01405091208328289,0,-1,0,0,0,-1
S|0x0|1x1|2x0|0o1|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x0|0o1|1o0|2o2,0,0,0.0,0,0,0,0,0,-1
S|0x0|1x1|1x2|2x0|0o1|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|2x0,1.0748840820354549e-20,1.1433261401332563e-10,2.2786966806538363e-09,6.281031695498283e-05,4.0557895777018e-14,5.839604438869752e-10,4.879094302266481e-69,0,1.1171149198380281e-29
S|2x0|2o2,0,0,0,0,0,0,0,0,0
S|0x2|2x0|2o2,-1,-1,0,1.6832212780629496e-15,3.4186465662994755e-15,0,0.0,0,0.0
S|0x2|2x0|0o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|2x0|0o0|2o2,0,0,0,0.7,-1,0,-1,0,-1
S|0x1|0x2|2x0|0o0|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x2|2x0|0o0|1o0|2o2,0,0,0,0.7,0,0,0,0,0
S|0x1|0x2|1x2|2x0|0o0|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|0o1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|2x1|0o1|0o2|1o2,0,0,0,0,0,0.7,0,-1,0
S|0x0|1x0|1x1|2x1|0o1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|0o1|0o2|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o2,-1,-1,0,0,0.050439037831623096,-1,0,-1,-1
S|1x0|1x1|0o1|0o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|0o2|2o1,-1,0,0,0,0.12093806233503009,-1,0,-1,0
S|0x1|1x0|1x1|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o0|0o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x2|0o0|0o2,0,0.7,0,0,0.0,0,0,-1,0
S|1x0|1x1|2x2|0o0|0o2|1o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x2|0o2|1o2,0.00011729463147812629,-1,0,0,0,0,0,-1,-1
S|1x0|1x1|2x2|0o2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x2|0o2|2o0,-1,-1,0,0,-1,0,0,0,-1
S|1x0|1x1|2x1|0o2|2o0,-1,-1,0,0,-1,-1,0,0,0
S|1x0|1x1|2x1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|0o2,0,-1,0,0,-1,0.03318055011524946,0.0,-1,-1
S|0x0|1x1|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|0o2|2o2,0,0,0,0,0.7,0,0,-1,0
S|0x0|0x1|1x1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|1x1|0o2|2o0|2o2,0,0,0,0,0.7,0,0,0,0
S|0x0|0x1|1x0|1x1|0o2|1o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|2x1|0o1|0o2|2o0,0,0,0,0,-1,-1,0,0,0
S|0x0|1x0|1x1|2x1|0o1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|2x1|0o1|0o2|2o2,0,0,0,0,0.7,0,0,-1,0
S|1x1|1x2|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o2|2o2,0,-1,0,0,0,0,0.0,-1,-1
S|0x0|1x1|1x2|0o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1x2|0o2|2o1|2o2,0,0,0,0,0,0,0.0,0.7,0
S|0x0|0x1|1x1|1x2|0o2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|0o2,4.733261873343822e-06,4.0414117154828057e-16,0,0,3.54544166485723e-13,1.0628549042218806e-12,0.0,0,4.916932715150319e-14
S|1x1|2x0|0o0|0o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|0o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x0|0o0|2o1,0,-1,-1,0,-1,-1,0,0,0
S|1x0|1x1|2x0|0o0|0o2|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o2|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x0|0o2|2o2,-1,-1,0,0,0.7,0,0,0,-1
S|1x0|1x1|2x0|0o0|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x1|2x0|0o0|0o2|2o2,0,0,0,0,0.7,0,0,0,-1
S|0x1|1x0|1x1|2x0|0o0|0o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|0o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x1|0o0|2o2,0,-1,-1,0,-1,0,-1,0,0
S|1x1|2x0|2x1|0o0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x0|2x1|0o0|1o2|2o2,0,-1,0.7,0,0,0,0,0,0
S|1x0|1x1|2x0|2x1|0o0|0o2|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|0o2|2o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x2|0o2|2o1,0.0,0,0,0,0,0,0,-1,0
S|1x1|1x2|2x2|0o0|0o2|2o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x0|2x2|0o0|0o2|2o1,0,0.7,0,0,0,0,0.0,0,0
S|1x1|1x2|2x0|2x2|0o0|0o2|1o0|2o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|0o0|0o2,0,0.7,0,0,0,-1,0,0,0
S|1x1|1x2|2x1|0o0|0o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|0o0|0o1|0o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x0|0o0|2o2,0,0,-1,0,-1,0,-1,0,-1
S|0x1|1x1|2x0|0o0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x0|0o1|2o2,0,0,-1,0,-1,0,0.0,0,-1
S|0x1|1x1|2x0|0o0|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x0|0o0|0o2|2o2,0,0,0,0,0,0,-1,0,-1
S|0x0|1x1|2x0|0o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x0|0o1|2o1|2o2,0,0,-1,0,0,0,-1,0,0
S|1x1|2x0|2x1|0o1|2o2,-1,0,0.588235294117647,0,-1,0,-1,0,0
S|1x1|2x0|2x1|0o1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x0|2x1|0o1|1o2|2o2,-1,0,0.7,0,0,0,0,0,0
S|1x0|1x1|2x0|2x1|0o0|0o1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x1|0o1|1o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x1|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x1|0o1|0o2|2o2,0,0,0,0,0,0,0,0,0
