,0_0,0_1,0_2,1_1,1_2,2_2,1_0,2_0,2_1
S|0x0|1x2|2x0|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x0|1o0|2o1|2o2,0,-1,0.0,0,0,0,0,0,0
S|0x0|0x1|1x1|1o0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|2x0|1o0|1o2|2o2,0,0,0.7,0,0,0,0,0,0
S|0x0|0x1|1x1|2x0|0o2|1o0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2o1,0,0,4.317893618545468e-06,-1,0,-1,0,0,0
S|0x0|0x1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|2o1|2o2,0,0,0.44700000000000006,0,-1,0,-1,0.7,0
S|0x0|0x1|1x1|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|1x2|1o0|2o1|2o2,0,0,0.0,0,0,0,0,0.7,0
S|0x0|0x1|1x1|1x2|1o0|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x0|2x1|0o2,0,4.874438704330715e-07,0,0.0,0.014412584917845021,0.3460208420980898,0,0.0,0
S|1x0|2x1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|1x2|2x2|0o1,-1,0,0.3461193374465622,-1,0,0,-1,0,0.09000000000000002
S|1x2|2x2|0o0|0o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o0|0o1,0,0,0.7,-1,0,0,0,-1,0
S|1x0|1x2|2x2|0o0|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2o1,0,2.0901023565857885e-15,0,-1,-1,-1,-1,-1,0
S|0x0|0x2|0o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|0o1|2o1,0,0,0,0,-1,-1,-1,-1,0
S|0x0|0x2|1x1|0o1|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|0o2|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|0o2|1o2,0,-1,0,0,0,0.7,0,0,0
S|0x0|1x1|2x1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|1o2|2o1,0,-1,-1,0,0,-1,0,-1,0
S|0x0|1x0|1x1|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|1x1|1o2|2o0|2o1,0,0,0,0,0,0.7,0,0,0
S|0x0|0x1|1x0|1x1|1o2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x0|0o2|1o2,0,0,0,0,0,0,0.5882001057280399,0,-1
S|0x0|0x1|2x0|0o2|1o0|1o2,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x2|0o0|0o2,0,0.7,0,0,-1,0,0,0,0.0
S|1x0|2x0|2x2|0o0|0o2|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x0|2x2|0o0|0o2|2o1,0,0.7,0,0.0,0,0,0,0,0
S|1x0|1x2|2x0|2x2|0o0|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x2|0o0|1o1|2o0,0,0,0.7,0,0,0,0,0,-1
S|0x0|2x2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2o0|2o1,0,0,0,0,0,0.7,0,0,0
S|0x0|0x1|1x2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x2|1o1|2o0,0,-1,0,0,-1,0,-1,0,-1
S|0x0|0x2|2x2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x1|2x2|1o1|1o2|2o0,0,0.0,0,0,0,0,0.7,0,0
S|0x0|0x1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|0o2|2o0,0,0,0,0,-1,-1,-1,0,-1
S|0x0|0x1|1x1|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|0o2|2o0,0,0,0,0.7,0.44700000000000006,0,0,0,0.5879361975520738
S|0x0|0x1|1x0|1x1|0o2|2o0|2o1,0,0,0,0,-1,0.7,0,0,0
S|0x0|0x1|1x0|1x1|0o2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|0o2|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|0o2|2o0,0,0,0,0.7,0,0.5869874315429676,0,0,0.561030693
S|0x0|1x0|2o0,0,0,0.0,0.3134726590913719,0.022481001093662998,0.2954453575821004,0,0,0.34602092176845056
S|0x0|1x0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|1o1|2o0,0,1.3370722618417193e-07,0,0,-1,-1,0,0,-1
S|0x0|0x2|1x0|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|0o2|2o1,0,0,0,0.10289999999999999,0,0,0,-1,0
S|0x0|1x2|2o0,0,0.0,2.2490369083412086e-08,0.0,0,0.004345649186949152,0.005262162589286907,0,0.0
S|0x0|1x2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|2o0|2o2,0,0.0,1.5240828898889774e-10,0.004152577164979317,0,0,0.0,0,0
S|0x0|0x1|2x2|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x2|0o2|2o1,0,-1,0,-1,-1,0,-1,0,0
S|0x0|0x1|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|2x2|0o2|2o0|2o1,0,-1,0,0.7,0,0,0,0,0
S|0x0|1x0|1x2|2x2|0o1|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2o0|2o1,0,0,0,0,0,0.7,0,0,0
S|2x0|2x1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|0o1|0o2,0.7,0,0,0,0,0,0,-1,0
S|0x0|1x1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x1|0o1|2o0|2o2,0,0,0,0.0,0,0,0.0,0,0
S|0x0|0x1|1x0|1x1|0o2|1o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|2x2|0o0|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x2|0o0|1o2,0,0,0.0,0.0,0,0,0,0.0,0.0
S|0x0|1x2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|1o0|2o0,0,0,0.0001887605469374626,-1,0,-0.1899999999999999,0,0,0.0
S|0x0|0x1|1x2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|0o2|2o0,0,0,0,0.7,-1,0,0.30000000000000004,0,-1
S|0x0|0x2|2x2|1o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|1o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x1|1o0|1o1|2o0,0,0,0.7,0,0,-1,0,0,0
S|0x0|1x0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x0|2o0|2o2,0,0,0,0,0,0,0,0,0.7
S|0x0|0x1|1x0|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|0o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|2x1|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x1|0o1|1o0|2o0,0,0,0,-1,0,0.0,0,0,0
S|0x0|0x2|1x2|2x1|0o1|1o0|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|0x2|1x1|1x2|1o0|2o1|2o2,0,0,0,0,0,0,0,0.7,0
S|0x1|0x2|1x1|1x2|1o0|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2x1|0o0|0o1|0o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x1|2x2|0o2|1o0|2o0,0,-1,0,0.7,0,0,0,0,0
S|0x0|1x1|0o1|0o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|0o2|1o1,0,0,0,0,0.571619103,0,0.5882352935077769,0.7,0.10289999999999999
S|0x0|0x1|1x2|2x2|0o2|1o1|2o1,0,0,0,0,0,0,0.0,0.7,0
S|0x0|0x1|1x2|2x2|0o2|1o0|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x2|0o2|1o2,0,-1,0,-1,0,0,-1,0,-1
S|0x0|2x0|2x2|0o2|1o0|1o2,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x2|0o2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x2|1x2|2x0|1o1|2o1,-1,0.7,0,0,0,0.30000000000000004,-1,0,0
S|0x0|0x1|1x2|0o2|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x0|2x1|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x1|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x0|2x2|0o0|0o2|2o1,0,0,0,0.0,0.0,0,0,0,0
S|0x2|2x1|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x1|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0.7,0.0,0
S|0x0|0x2|2x1|2x2|0o1|1o0|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|0o1|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x2|0o2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x1|2x2|0o2|1o0|1o1,0,0,0,0,0.7,0,0,0,0
S|0x0|2x0|2x1|0o1|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x2|0o2|1o0|1o1,0,0,0,0,0,0,0,0.7,0.0
S|0x2|1x0|2x0|0o0|0o1,0,0,0,0.588235294117647,-1,-1,0,0,-1
S|0x2|1x0|2x0|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x0|1x2|2x0|0o0|0o1|2o2,0,0,0,0.7,0,0,0,0,0
S|0x0|1x2|2x0|0o1|0o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x1|2x0|0o2|1o0|1o2,0,0,0,0,0,0.7,0,0,-1
S|0x0|0x1|1x1|2x0|0o2|1o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2o0|2o1,0,-1,0,-1,0,0.7,0,0,0
S|0x0|0x2|1x1|1x2|0o1|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x0|1o2|2o1,0,-1,-1,0,0,-1,-1,0,0
S|0x0|1x1|2x0|1o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|0o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x0|1x2|2x0|0o2|2o1|2o2,-1,0,0,-1,0,0,0,0,0
S|0x0|1x0|1x1|0o2|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|2x1|2x2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x1|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x2|2x2|0o0,0,-1,0,-1,5.403514754410425e-23,0,-1,-1,-1
S|1x0|2x0|2x2|0o0|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|2x2|0o0|1o0,0,0,0,0,0,0,0,0,0
S|0x2|2x1|2x2|0o0|1o0,0,-1,0,-1,-1,0,0,0.7,0
S|0x2|2x1|2x2|0o0|0o1|1o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x0|0o1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|1o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|2x1|1o2|2o0|2o2,0,0.0,0.7,0,0,0,0,0,0
S|0x0|0x2|1x1|1o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|1o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x2|0o0|0o2|1o1,0,0,0,0,0,0,0,0,0
S|1x0|2x1|2x2|0o1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x1|2x0|2x2|0o0|0o2,0,0,0,-1,0.0,0,-1,0,0
S|0x1|2x0|2x2|0o0|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x0|2x2|0o0|0o2|1o1,0,0,0,0,0,0,-1,0,0.0
S|0x1|1x1|1x2|2x0|1o0|2o1|2o2,-1,0,0.0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x0|0o0|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2o1,-1,-1,0,0,-1,-1,-1,2.480876214680863e-05,0
S|0x2|1x1|1o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|1o0|2o1,0,-1,0,0,-1,-1,0,-1,0
S|0x0|0x2|1x1|0o1|1o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x2|2x0|0o2|2o2,1.3893188141027535e-05,0,0,0.0,0,0,0.0,0,0.0
S|0x1|1x2|2x0|0o2|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x0|0o2|1o0|2o2,-1,0,0,0,0,0,0,0,0.0
S|1x1|2x0|2x1|0o0|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x0|1o2|2o0,0,0.0,0,0,0,-1,0,0,0
S|0x0|0x1|2x0|1o0|1o2,0,0,0.5881980732992071,0.7,0,-1,0,0,-1
S|0x0|0x1|2x0|1o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x0|2x2|1o0|1o2|2o1,0,0,-1,0.7,0,0,0,0,0
S|0x0|0x1|2x0|2x2|1o0|1o1|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x0|0o2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x2|0o0|1o1|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x2|2x0|2x2|0o0|1o1|2o1,0,0.7,0.0,0,0,0,0,0,0
S|0x0|0x1|1x1|1o0|1o2,0,0,-1,0,0,-1,0,-1,-1
S|0x1|1x0|2x1|2x2|0o2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|0o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|2x0|2x2|0o0|0o2|1o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x0|2x2|0o0|0o2|1o2,0,0,0,0,0,0,-1,0,0.0
S|0x2|1x1|2o2,0.0,0.0,0,0,-1,0,-1,3.061967548024257e-16,-0.1899999999999999
S|0x2|1x1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x2|0o2|1o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1o1|1o2,0,0,0,0,0,0,0,0,0
S|0x1|2x0|2x2|0o0|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x0|2x1|2x2|0o0|1o1|1o2,0,0,0,0,0,0,0,0,0
S|1x0|2x1|2x2|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x1|2x2|1o1|1o2|2o0,0,0.0,0.7,0,0,0,0,0,0
S|0x1|1x0|2x1|2x2|1o1|1o2|2o0,0.0,0,0.7,0,0,0,0,0,0
S|0x1|1x0|2x1|2x2|0o0|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x0|0o2|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x0|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|2x0|2x1|1o0|1o1|2o2,0,0,0.0,0,0.7,0,0,0,0
S|0x0|0x1|2x0|2x1|0o2|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|0o0|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2x1|0o0|2o2,0,-1,0,0,-1,0,-1,-1,0
S|0x2|1x1|2x1|0o0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x2|0o0|1o0,0,-1,-1,0,-1,0,0,0,-1
S|1x1|2x0|2x2|0o0|1o0|1o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x2|0o0|0o1|1o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x0|2x2|0o0|0o1|1o0,0,0,0.7,0,0,0,0,0,-1
S|1x1|1x2|2x0|2x2|0o0|0o1|0o2|1o0,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x2|0o0|1o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|2x1|2o0,0,0.0,1.071697765501425e-21,1.5309651427575656e-21,1.33024301256386e-21,0.0,1.8377173856256616e-21,0,0
S|0x0|2x1|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|2x1|2x2|1o0|2o0,0,-1,-1,0.588235294117647,-1,0,0,0,0
S|0x0|2x1|2x2|1o0|1o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2x1|2x2|1o0|1o1|2o0,0,0,0,0,0.7,0,0,0,0
S|0x0|0x2|2x1|2x2|1o0|1o1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|1o0,0,0.0,0.0,0.0,0,0.0,0,2.478615524833535e-46,0.0
S|0x0|1x2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|1o0|1o1,0,-1,0,0,0,-1,0,-1,-1
S|0x0|0x2|1x2|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|0o1|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|0o1|2o0,0,0,-1,0,-1,-1,0,0,-1
S|0x1|1x0|1x1|2x0|0o0|0o2|1o2,0,0,0,0,0,0.7,0,0,0.0
S|0x1|1x0|1x1|2x0|0o0|0o2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|1o1|2o0,0,-1,0,0,0,-1,-1,0,-1
S|0x0|0x2|1x2|1o1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|2x2|1o2|2o0,0,-1,-1,0.002116775460567241,0,0,0,0,-1
S|0x0|1x0|2x2|0o2|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x1|0o1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|2o0|2o1,0,-1,-1,-1,0,0,-1,0,0
S|0x0|1x0|1x2|0o1|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|0o2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|2o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|0o2|2o2,-1,0,0,0,0,0,-1,-1,-1
S|0x1|1x1|1x2|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2o1|2o2,0,0,0,0,0,0,0,0.7,0
S|1x1|1x2|2x0|2x2|0o0|1o0|2o1,0,-1,0.0,0,0,0,0,0,0
S|1x1|2x2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x2|0o0|1o0|2o0,0,0,0,0,0,0,0,0,0
S|1x1|2x0|1o0,-1,-1,1.848644616191484e-104,0,-1,-1,0,0,0.0
S|0x2|1x1|1o0,-1,-1,0,0,-1,-1,0,0.03529470129543456,-1
S|0x2|1x1|2x1|0o1|1o0|1o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x0|0o0|0o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x1|1o2|2o2,0,0,0,0,0,0,0,0,0
S|1x1|2x0|2x1|1o2|2o2,-1,-1,0.7,0,0,0,-1,0,0
S|1x1|2x0|2x1|1o0|1o2|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|2x1|1o0|2o2,0,0.0,0.0,0,-1,0,0,-1,0
S|0x0|1x1|2x1|0o1|1o0|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2x2|0o0|2o1,0,-1,0,0,-1,0,-1,-1,0
S|0x2|1x1|2x2|0o0|1o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x2|0o2|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|0o2|2o1,0,-1,0,-1,0,-1,0,-1,0
S|0x0|1x0|1x2|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2x1|0o0|0o1|2o2,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|2x1|0o0|0o1|2o2,0,0,0,0,0,0,-1,-1,0
S|0x2|1x1|1x2|2x1|0o0|0o1|1o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2o0|2o2,0,-1,-1,0,0,0,0.0006978915424898913,0,0.7
S|0x0|1x1|1x2|0o2|2o0|2o2,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|0o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x1|2o0,0.0,0.0,-1,0,3.5210521346501196e-25,-0.1899999999999999,0,0,-1
S|1x0|1x1|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|2o0|2o2,0,0,0,0,0,0,0,0,0
S|1x1|1x2|1o0|2o0,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x1|1o0|2o0,0.7,0.14701971370870906,-1,0,0,0.0,0,0,0
S|1x1|1x2|2x1|0o1|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x2|2x2|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|2x2|1o1|2o0|2o1,0,0,0.7,0,0,0,0,0,0
S|0x0|1x0|1x2|2x2|0o2|1o1|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|0o1|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|1x2|0o1|1o0|2o0,0,0,0,0,0,0.0,0,0,-1
S|1x1|2x2|2o0,2.1772393750599966e-10,-1,-1,0,2.7327226173017167e-21,0,-1,0,9.674201994602783e-20
S|1x1|2x2|0o1|2o0,0,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o1|2o0,0.5876488306370071,0,-0.1899999999999999,0,-1,0,0,0,0
S|1x1|2x1|2x2|0o1|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|1x1|1x2|2x1|0o1|1o0|2o0,0,0,-1,0,0,0.0,0,0,0
S|0x0|0x2|1x1|2x1|0o1|1o0|2o0,0,0,0,0,-1,0.0,0,0,0
S|1x1|2x1|2x2|0o0|1o2|2o0,0,0,0,0,0,0,0,0,0
S|0x2|1x1|2x1|2x2|0o0|1o2|2o0,0,0.0,0,0,0,0,0.7,0,0
S|1x1|2x1|2x2|1o0|2o0,0.7,0,0,0,0,0,0,0,0
S|1x1|2x1|2x2|0o0|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x1|2x1|2x2|0o0|0o2|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x1|1x2|2x2|1o1|2o0|2o1,0,0,0.7,0,0,0,-1,0,0
S|0x0|1x2|2x2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|1o1|2o1,0,0.7,0,0,0,-1,-1,0,0
S|0x2|1x2|1o0|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x2|2x1|1o0|1o1,-1,-1,0,0,0,3.4685366499564714e-15,0,-1,0
S|0x2|1x2|2x1|1o0|1o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x2|2x1|1o0|1o1|2o2,0,0.0,0,0,0,0,0,-1,0
S|0x2|1x2|0o0|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x2|0o1|1o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|1x2|0o1|1o1,-1,0,0,0,0,0,0,0,0.7
S|0x2|1x0|1x2|0o1|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x0|1x0|1x2|2x2|0o1|2o0|2o1,0,0,-1,0.7,0,0,0,0,0
S|1x2|1o0,0,0,0,0,0,0,0,0,0
S|1x2|2x2|1o0,-1,-1,0.15710780709602173,0.0,0,0,0,-1,-1
S|1x2|2x2|1o0|2o1,0,0,0,0,0,0,0,0,0
S|1x1|1x2|2x2|1o0|2o1,-1,-1,-1,0,0,0,0,-1,0
S|1x1|1x2|2x2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|1x2|2x2|1o0|2o0|2o1,0.7,0,-1,0,0,0,0,0,0
S|1x0|2x0|2x2|0o1|0o2|1o1,0,0,0,0,0,0,0,0,0
S|0x1|1x1|2x0|2x2|0o0|0o2|1o2|2o1,0,0,0,0,0,0,0,0,0
S|1x0|1x1|0o1,-1,0,-1,0,2.1483129553309555e-24,0.0,0,0.0,-1
S|1x0|1x1|0o0|0o1,0,0,0,0,0,0,0,0,0
S|0x2|1x0|1x1|0o0|0o1,0,0,0,0,-1,-1,0,-1,-1
S|0x2|1x0|1x1|0o0|0o1|1o2,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x2|0o2|1o1|1o2,0,0,0,0,0,0,0,0,0
S|1x0|2x0|2x2|0o2|1o1|2o1,0,0,0,0,0,0,0,0,0
S|0x1|1x0|2x0|2x2|0o2|1o1|2o1,0.0,0,0,0,-1,0,0,0,0
S|0x2|1x1|1x2|1o0|2o0,0.7,0,0,0,0,0,0,0,-1
S|0x2|1x1|1x2|1o0|2o0|2o1,0,0,0,0,0,0,0,0,0
S|0x2|1x1|1x2|0o0|1o0|2o0,0,0,0,0,0,0,0,0,0
S|0x0|0x2|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|0x2|1x1|2o1|2o2,0,-1,0,0,-1,0,-1,0.7,0
S|0x0|0x2|1x1|1o0|2o1|2o2,0,0,0,0,0,0,0,0,0
S|0x0|2x1|1o0|2o2,0,0,0,0,0,0,0,0,0
